Time,sum(Coindays destroyed – Blocks) – Bitcoin
26.10.2011,1524143.9389872800
27.10.2011,2164337.0048322100
28.10.2011,704303.9150271840
29.10.2011,747528.9445650620
30.10.2011,2182122.0426275400
31.10.2011,380881.8646092540
01.11.2011,2181568.9996595200
02.11.2011,325990.4042202350
03.11.2011,3631949.541683240
04.11.2011,2614063.201232170
05.11.2011,374544.7009909070
06.11.2011,241053.02963316500
07.11.2011,780333.7809314830
08.11.2011,1095464.2189849500
09.11.2011,16397403.0270668
10.11.2011,4703222.8884711400
11.11.2011,938422.7215658920
12.11.2011,4057732.3436592300
13.11.2011,552432.8871190390
14.11.2011,4428698.315171290
15.11.2011,4178146.805164950
16.11.2011,52199911.02654650
17.11.2011,5904344.890350250
18.11.2011,3273743.516035870
19.11.2011,648300.7901468890
20.11.2011,3350005.111870120
21.11.2011,3241481.1947926600
22.11.2011,5297083.905991660
23.11.2011,899388.0546860950
24.11.2011,6346942.176272670
25.11.2011,1858954.8825779400
26.11.2011,3640062.8459886200
27.11.2011,883037.8955951270
28.11.2011,7976912.011712490
29.11.2011,5235420.2587573800
30.11.2011,4438176.349817460
01.12.2011,3002678.431027230
02.12.2011,697212.176663767
03.12.2011,749372.9445126290
04.12.2011,4178194.029180910
05.12.2011,2685608.3247174600
06.12.2011,997402.9922473540
07.12.2011,3457977.3126532200
08.12.2011,5101683.850844410
09.12.2011,608951.9419771920
10.12.2011,831718.5863189470
11.12.2011,6197836.834919140
12.12.2011,989211.733125548
13.12.2011,826040.0006985200
14.12.2011,1586808.190673300
15.12.2011,1267394.4224360900
16.12.2011,2854210.396922900
17.12.2011,724761.8279062850
18.12.2011,603475.5721468490
19.12.2011,6952190.4503447800
20.12.2011,6240131.80979321
21.12.2011,1149223.3558453600
22.12.2011,1092727.0875416400
23.12.2011,990279.6688116510
24.12.2011,1579816.869237160
25.12.2011,1708555.632060110
26.12.2011,2160282.4970096000
27.12.2011,739136.5002290050
28.12.2011,2618549.2772078500
29.12.2011,1801610.79158492
30.12.2011,1224025.2343631400
31.12.2011,1080439.7998835300
01.01.2012,7200150.177356380
02.01.2012,3394701.6169620700
03.01.2012,2033296.604235050
04.01.2012,1815286.0099827100
05.01.2012,4092743.61219303
06.01.2012,2591208.2472417400
07.01.2012,2100742.925841540
08.01.2012,2652942.0898987300
09.01.2012,2934342.8761682900
10.01.2012,4233101.6392034800
11.01.2012,1380555.960082940
12.01.2012,10154458.028761600
13.01.2012,2510292.9925843400
14.01.2012,1892324.0736291900
15.01.2012,2273254.511488260
16.01.2012,1949561.2316050900
17.01.2012,3492833.364215050
18.01.2012,2230682.3343817500
19.01.2012,2950377.846444360
20.01.2012,1565586.6653648000
21.01.2012,1081010.7436231600
22.01.2012,942596.4851218150
23.01.2012,1103594.5734316800
24.01.2012,1622069.5471844600
25.01.2012,1980216.2931282100
26.01.2012,3346609.1139581300
27.01.2012,1666490.0788249900
28.01.2012,2017715.9276103300
29.01.2012,1611684.745359000
30.01.2012,1249612.2961751100
31.01.2012,1798977.8710405700
01.02.2012,2132747.7331779700
02.02.2012,1618885.123229130
03.02.2012,1304111.3785330000
04.02.2012,1918228.9250129400
05.02.2012,1114032.1786837100
06.02.2012,1841139.547005620
07.02.2012,1650390.747089450
08.02.2012,1195540.109984970
09.02.2012,767140.8143962080
10.02.2012,2223123.5066915000
11.02.2012,13415400.200425700
12.02.2012,1404885.8475325600
13.02.2012,12499665.3388942
14.02.2012,18425251.068608900
15.02.2012,1577027.2196363300
16.02.2012,2444471.1760005100
17.02.2012,1117265.5670507900
18.02.2012,2550085.6011888700
19.02.2012,942905.477641968
20.02.2012,1296220.4214807300
21.02.2012,1218555.5898507700
22.02.2012,1738633.9675929200
23.02.2012,1666482.4504741300
24.02.2012,3113218.911050920
25.02.2012,1436010.8132848100
26.02.2012,1061794.0585835100
27.02.2012,1350425.7317042000
28.02.2012,1583770.760524100
29.02.2012,6231337.463681050
01.03.2012,2280232.1435659400
02.03.2012,2345499.551703180
03.03.2012,2912729.3057272600
04.03.2012,2059277.8493872600
05.03.2012,1399441.8226462900
06.03.2012,1281173.3032198600
07.03.2012,1292877.1457196100
08.03.2012,1852208.2364123100
09.03.2012,1647154.0768732300
10.03.2012,1852849.5886687800
11.03.2012,2010067.3555898300
12.03.2012,1198316.4419676600
13.03.2012,2059827.524065230
14.03.2012,2677493.596962010
15.03.2012,1358739.6871946700
16.03.2012,4338110.53196121
17.03.2012,1486717.3889932500
18.03.2012,4193942.1019618000
19.03.2012,1871087.3527381500
20.03.2012,2050388.3855878100
21.03.2012,3045093.392596440
22.03.2012,1548191.330693010
23.03.2012,4312289.245923820
24.03.2012,1754176.6640225800
25.03.2012,1437735.5307993000
26.03.2012,1459241.8456843700
27.03.2012,1784959.8797091900
28.03.2012,1546021.820482390
29.03.2012,1677023.1890390400
30.03.2012,15676296.737666900
31.03.2012,1121825.9890516000
01.04.2012,1075546.5804763800
02.04.2012,1469749.1824366900
03.04.2012,4843210.693458550
04.04.2012,3336005.8594908500
05.04.2012,2180530.0147139100
06.04.2012,3298165.5542331000
07.04.2012,1641949.431643720
08.04.2012,845015.6552534300
09.04.2012,5268700.800447730
10.04.2012,1473991.964096810
11.04.2012,5781492.980448420
12.04.2012,5364332.143665840
13.04.2012,2399509.605771330
14.04.2012,1466604.0547315100
15.04.2012,2875197.0788442600
16.04.2012,3242221.0956281800
17.04.2012,1757374.4394170200
18.04.2012,2448364.503348660
19.04.2012,1999612.773711750
20.04.2012,2778572.2467946600
21.04.2012,1595699.8935279400
22.04.2012,2848316.2555575000
23.04.2012,2056632.8392731700
24.04.2012,2408359.4052091700
25.04.2012,20564224.242211400
26.04.2012,2518169.932731650
27.04.2012,1138008.7688242600
28.04.2012,1217443.7186556500
29.04.2012,934631.2881010150
30.04.2012,4422077.52789233
01.05.2012,2506875.0378414
02.05.2012,1542893.0361879400
03.05.2012,1724223.7264185500
04.05.2012,2558333.6303853400
05.05.2012,1186748.9791777700
06.05.2012,7028175.211368730
07.05.2012,1619055.5092671400
08.05.2012,2191860.840335300
09.05.2012,2464971.415454210
10.05.2012,2673437.802461820
11.05.2012,2481508.6112672900
12.05.2012,15761834.056129800
13.05.2012,3043266.5097646300
14.05.2012,6898926.698338450
15.05.2012,3058660.869306130
16.05.2012,3068419.218465230
17.05.2012,5415862.459569970
18.05.2012,2732602.5183984000
19.05.2012,3504154.1432077900
20.05.2012,3995506.2377884000
21.05.2012,3711776.6525362600
22.05.2012,4612435.37255263
23.05.2012,2619693.991219190
24.05.2012,2971738.6810904800
25.05.2012,1403370.7615969000
26.05.2012,3136305.1231118600
27.05.2012,2297266.3694384000
28.05.2012,2070600.2033922500
29.05.2012,1985902.7286253600
30.05.2012,1608352.2075924200
31.05.2012,14574559.470642700
01.06.2012,1908613.0013030700
02.06.2012,1504113.1875305800
03.06.2012,1904546.9557484800
04.06.2012,5212679.870245610
05.06.2012,2133759.5229093600
06.06.2012,3059635.76411598
07.06.2012,1814005.8885742600
08.06.2012,1911016.091765200
09.06.2012,1244919.4813682200
10.06.2012,937288.2818869070
11.06.2012,2271306.9029857100
12.06.2012,3906269.186172830
13.06.2012,1641809.787642410
14.06.2012,2075538.203591190
15.06.2012,2059118.6027091300
16.06.2012,2148735.6224034100
17.06.2012,2507423.782582630
18.06.2012,2090576.1785147500
19.06.2012,2739622.725480710
20.06.2012,6821816.825251370
21.06.2012,1437637.090317250
22.06.2012,2867401.986312560
23.06.2012,1581442.7575049000
24.06.2012,6603829.443303010
25.06.2012,2339326.0542156900
26.06.2012,3122628.256428620
27.06.2012,1996024.2623871800
28.06.2012,1714877.8074593200
29.06.2012,1490219.7892372300
30.06.2012,1816895.820163340
01.07.2012,1173156.346891630
02.07.2012,2208525.197206060
03.07.2012,2152869.8458997500
04.07.2012,3230679.4675198100
05.07.2012,1400882.34012712
06.07.2012,2796062.0872512500
07.07.2012,5228536.650321560
08.07.2012,2758208.0714294300
09.07.2012,3043549.872782640
10.07.2012,20714252.328613500
11.07.2012,4524095.178198800
12.07.2012,1308234.587533400
13.07.2012,4367752.067634780
14.07.2012,15634477.876941700
15.07.2012,1667582.4076707700
16.07.2012,4532179.7660460200
17.07.2012,15975161.771627000
18.07.2012,4225213.57145604
19.07.2012,3729137.973148930
20.07.2012,3308144.6710187700
21.07.2012,3072359.173034720
22.07.2012,1929067.332094310
23.07.2012,3061071.493921360
24.07.2012,1991489.6493526900
25.07.2012,2546201.4219790800
26.07.2012,3225796.933883030
27.07.2012,2456488.608196860
28.07.2012,2514050.3540952900
29.07.2012,2893605.0964634600
30.07.2012,2182288.7219109200
31.07.2012,3572452.070380920
01.08.2012,2837688.553176390
02.08.2012,4584003.741049480
03.08.2012,3663864.5991772600
04.08.2012,4246067.610791540
05.08.2012,2887800.653711470
06.08.2012,2758566.2194048000
07.08.2012,3660316.7593469700
08.08.2012,7047212.688491500
09.08.2012,2309122.3872003500
10.08.2012,2404828.24677509
11.08.2012,1660256.875822090
12.08.2012,1701827.4515649300
13.08.2012,2657697.9806798800
14.08.2012,3693946.5780319100
15.08.2012,4019095.5395333300
16.08.2012,4144239.9510248400
17.08.2012,15533319.30943060
18.08.2012,8025388.813567210
19.08.2012,20519378.92919040
20.08.2012,5789637.894145170
21.08.2012,3307117.1758473200
22.08.2012,5107415.053742960
23.08.2012,4409758.254275580
24.08.2012,1289049.9317712600
25.08.2012,1572544.2988275700
26.08.2012,1848601.7483549400
27.08.2012,14686512.751457800
28.08.2012,6248525.200685570
29.08.2012,1828294.6631995800
30.08.2012,1507615.088086450
31.08.2012,21160432.519323500
01.09.2012,1309717.4873180500
02.09.2012,2168110.5180501900
03.09.2012,1418856.3500669100
04.09.2012,2463662.9305067100
05.09.2012,1393917.217353030
06.09.2012,3155335.322863960
07.09.2012,1703271.793128350
08.09.2012,1593163.5649036700
09.09.2012,3440638.049427910
10.09.2012,21541882.196505700
11.09.2012,1014277.6761412300
12.09.2012,2520922.2452949900
13.09.2012,1707153.6085561300
14.09.2012,1509650.5005054100
15.09.2012,3501517.336659870
16.09.2012,1932892.7719585500
17.09.2012,8132208.862533090
18.09.2012,10092089.645290900
19.09.2012,3618551.9222584100
20.09.2012,6711376.388737610
21.09.2012,5816821.465017140
22.09.2012,4159168.676565680
23.09.2012,1888361.2545020300
24.09.2012,6333450.869215430
25.09.2012,4786212.049701370
26.09.2012,2934080.4174293000
27.09.2012,3094640.7102374000
28.09.2012,10942079.62897750
29.09.2012,2931802.376585290
30.09.2012,2056066.2650084400
01.10.2012,2780718.7246336300
02.10.2012,2989960.4807977300
03.10.2012,7948794.325093740
04.10.2012,4309252.832442750
05.10.2012,1903279.1884313600
06.10.2012,1366255.3138950100
07.10.2012,1582049.8182848900
08.10.2012,11124443.06870560
09.10.2012,2187407.137984820
10.10.2012,3623858.2395582900
11.10.2012,2412692.9045146000
12.10.2012,3117691.0343070700
13.10.2012,1144661.0019481900
14.10.2012,7608923.852283050
15.10.2012,3058461.4277608100
16.10.2012,3269761.9255820800
17.10.2012,11239379.160096500
18.10.2012,3608984.4628259900
19.10.2012,3045416.9295155700
20.10.2012,1909880.213000700
21.10.2012,5923558.781422290
22.10.2012,1631705.1482644500
23.10.2012,2829493.0027280400
24.10.2012,2731201.107406700
25.10.2012,8277861.251668720
26.10.2012,7222233.010657800
27.10.2012,1762309.0788789000
28.10.2012,1130366.4885341100
29.10.2012,2190736.5201046200
30.10.2012,4912431.535538960
31.10.2012,2563984.3995806800
01.11.2012,4262220.505254670
02.11.2012,2146753.9148051400
03.11.2012,1325367.1425312800
04.11.2012,3605870.7189012100
05.11.2012,2937074.794545830
06.11.2012,1795474.5402275200
07.11.2012,5050046.74121555
08.11.2012,1755949.7689712200
09.11.2012,2779266.719249950
10.11.2012,1521008.991524630
11.11.2012,3431203.7023027700
12.11.2012,4225673.467247670
13.11.2012,4493304.59571414
14.11.2012,3036211.2416465300
15.11.2012,2875113.066620100
16.11.2012,6348119.502964740
17.11.2012,3419392.1254491200
18.11.2012,2023718.364250840
19.11.2012,3724253.5355494700
20.11.2012,2359018.023420350
21.11.2012,2881455.8818128700
22.11.2012,2388790.5649381100
23.11.2012,3542822.929882600
24.11.2012,1640048.2823105100
25.11.2012,3819229.1477970400
26.11.2012,5200178.71475076
27.11.2012,3580951.6069007700
28.11.2012,3130105.9147062000
29.11.2012,2265955.608668170
30.11.2012,4707720.575290840
01.12.2012,2520171.8192634400
02.12.2012,1566386.3672137700
03.12.2012,3530462.6478301600
04.12.2012,21518914.68574710
05.12.2012,4265839.850982560
06.12.2012,2099830.748234900
07.12.2012,9471209.063752310
08.12.2012,1385048.2402076500
09.12.2012,3750054.8408718000
10.12.2012,4987028.950530970
11.12.2012,3736714.8637904400
12.12.2012,5732509.347905190
13.12.2012,9402542.094724450
14.12.2012,3481704.7418250100
15.12.2012,1761972.9043835800
16.12.2012,2708087.8185155000
17.12.2012,2010927.021729380
18.12.2012,3644204.1758911000
19.12.2012,3954130.2806886100
20.12.2012,5796333.050671430
21.12.2012,3713540.8117271800
22.12.2012,1624784.6679987500
23.12.2012,1605482.160808650
24.12.2012,1955560.2258549700
25.12.2012,1296763.6095484300
26.12.2012,1538634.6560043500
27.12.2012,1504815.0402377900
28.12.2012,2377482.358002670
29.12.2012,2207209.4230632000
30.12.2012,2317945.268891740
31.12.2012,12123754.225494100
01.01.2013,2156907.551877210
02.01.2013,2427419.59844255
03.01.2013,2696424.8529769500
04.01.2013,4995977.012963430
05.01.2013,2060650.4164828100
06.01.2013,1365568.3876447900
07.01.2013,2068680.1594016300
08.01.2013,5777266.831003420
09.01.2013,4205394.081299880
10.01.2013,4748584.765105370
11.01.2013,3271946.5496029400
12.01.2013,1749998.4635426800
13.01.2013,4241479.785393800
14.01.2013,2582143.273702570
15.01.2013,3897819.4868106300
16.01.2013,3794022.667403940
17.01.2013,5259648.884801650
18.01.2013,4230398.490364310
19.01.2013,2524176.7290930600
20.01.2013,2599474.751875980
21.01.2013,6387632.062060950
22.01.2013,12556566.615856200
23.01.2013,3830924.7847127300
24.01.2013,9364168.898009490
25.01.2013,5749407.616571150
26.01.2013,5259592.859224860
27.01.2013,12420423.022920500
28.01.2013,5425216.377189140
29.01.2013,14039350.678152500
30.01.2013,16257159.430130800
31.01.2013,9789026.671336510
01.02.2013,29777649.554975600
02.02.2013,10868917.85699410
03.02.2013,3623093.248407400
04.02.2013,8781890.183706340
05.02.2013,7430355.848962240
06.02.2013,4024029.2039945400
07.02.2013,5316734.628305440
08.02.2013,8406212.374756570
09.02.2013,10770068.27839230
10.02.2013,3013179.868545940
11.02.2013,5401324.234843050
12.02.2013,5287203.3636023400
13.02.2013,7419024.688499330
14.02.2013,7161560.950392770
15.02.2013,22481656.83968000
16.02.2013,5971819.600374010
17.02.2013,5814938.630959350
18.02.2013,6713771.126089090
19.02.2013,6417625.367331130
20.02.2013,9539552.6293017
21.02.2013,3764995.933347420
22.02.2013,5417571.154456580
23.02.2013,5012113.334343230
24.02.2013,5712514.323464100
25.02.2013,32552834.20979020
26.02.2013,7256955.174090890
27.02.2013,2445860.85919271
28.02.2013,22512420.11369130
01.03.2013,6291213.342508210
02.03.2013,3971673.7081283900
03.03.2013,3824180.7483816600
04.03.2013,4367522.509628500
05.03.2013,11788989.508346200
06.03.2013,21822860.49919830
07.03.2013,13077760.885243900
08.03.2013,3796863.393507850
09.03.2013,10040872.188878900
10.03.2013,3333316.445741400
11.03.2013,6469563.946389640
12.03.2013,8013285.452934560
13.03.2013,7544752.040918120
14.03.2013,6492609.744738090
15.03.2013,7175263.95210552
16.03.2013,3695302.8532132200
17.03.2013,5375107.013133480
18.03.2013,3741418.267585770
19.03.2013,8986799.393992160
20.03.2013,7578378.53580599
21.03.2013,14090673.372801500
22.03.2013,14749178.153380800
23.03.2013,9198572.500424390
24.03.2013,9439196.698050620
25.03.2013,12742961.799678500
26.03.2013,9140123.113628870
27.03.2013,10199366.771181000
28.03.2013,10011377.835659500
29.03.2013,8386398.904648710
30.03.2013,15817507.200886400
31.03.2013,3180747.775422260
01.04.2013,25159652.1421439
02.04.2013,12208965.405364900
03.04.2013,35659193.94398050
04.04.2013,10989408.572625000
05.04.2013,33908214.785227300
06.04.2013,11550104.345573200
07.04.2013,11911857.00905130
08.04.2013,18485351.644683200
09.04.2013,49644138.99264700
10.04.2013,35928357.62012470
11.04.2013,22456461.417235800
12.04.2013,12680470.670516700
13.04.2013,10164905.917489700
14.04.2013,9315411.252456210
15.04.2013,10191939.14401380
16.04.2013,24431031.483923500
17.04.2013,9120044.319787800
18.04.2013,3661522.4419361500
19.04.2013,5128536.464266730
20.04.2013,5228278.610233510
21.04.2013,9595885.102011630
22.04.2013,5532712.70846035
23.04.2013,10979498.578529800
24.04.2013,12266978.493460700
25.04.2013,7577865.936129380
26.04.2013,3087254.008363770
27.04.2013,6673427.265923730
28.04.2013,3281656.23378902
29.04.2013,5502466.000999280
30.04.2013,3735110.7158276000
01.05.2013,9736671.705468930
02.05.2013,5347021.349767320
03.05.2013,15097339.487200200
04.05.2013,2161308.893069120
05.05.2013,4840133.050020620
06.05.2013,2783617.9122408200
07.05.2013,4290871.898364340
08.05.2013,2564939.7125852700
09.05.2013,3823335.6338384100
10.05.2013,5829363.463123500
11.05.2013,6404844.423253620
12.05.2013,2131934.434489240
13.05.2013,2333928.373887410
14.05.2013,4111812.2521827100
15.05.2013,6881079.417291040
16.05.2013,2687265.0145907200
17.05.2013,2728034.7312891700
18.05.2013,6523181.671723760
19.05.2013,1592423.5240782000
20.05.2013,2241314.697296380
21.05.2013,2221618.9608961400
22.05.2013,2574589.76389331
23.05.2013,2412686.4367651700
24.05.2013,2937808.8027052700
25.05.2013,14543001.887614600
26.05.2013,923167.234581907
27.05.2013,2939431.673666870
28.05.2013,2904628.0688189100
29.05.2013,5214117.538883500
30.05.2013,4363833.313779330
31.05.2013,7997974.223955280
01.06.2013,2413945.412497290
02.06.2013,3412570.3037728500
03.06.2013,3102439.009172090
04.06.2013,5809301.482895000
05.06.2013,10040863.045361200
06.06.2013,9695986.602131180
07.06.2013,5601917.799401040
08.06.2013,2539774.948722720
09.06.2013,8765561.6961444
10.06.2013,1796114.6362730700
11.06.2013,6014632.288792200
12.06.2013,1592506.2837943500
13.06.2013,2081597.727074350
14.06.2013,6253134.242066840
15.06.2013,2516754.754453930
16.06.2013,2939152.28160345
17.06.2013,1297838.4298557000
18.06.2013,1893435.2428313500
19.06.2013,2850068.7663932700
20.06.2013,2044937.4343076300
21.06.2013,1587991.020977850
22.06.2013,1873823.0443108600
23.06.2013,2065085.833979710
24.06.2013,3488363.0343141000
25.06.2013,6092187.60450072
26.06.2013,3169432.8577816100
27.06.2013,3938296.7542714700
28.06.2013,5733860.859037950
29.06.2013,6806019.752000070
30.06.2013,3603018.323985560
01.07.2013,15339717.267774000
02.07.2013,6370153.251019570
03.07.2013,9915815.495815710
04.07.2013,3524567.7565304400
05.07.2013,8069053.074164150
06.07.2013,2976125.4809739900
07.07.2013,2521481.178846430
08.07.2013,2445455.7916518200
09.07.2013,2410132.357987880
10.07.2013,8242113.980775660
11.07.2013,3244919.851376450
12.07.2013,6585902.795823700
13.07.2013,5278654.135884850
14.07.2013,1524407.4423792200
15.07.2013,2304975.386156710
16.07.2013,2871088.5165152900
17.07.2013,3972855.743211410
18.07.2013,2945769.2932810100
19.07.2013,2330633.998973300
20.07.2013,2908719.229730990
21.07.2013,2717962.625234330
22.07.2013,3572389.3471611900
23.07.2013,2739769.1882272800
24.07.2013,2261675.379541450
25.07.2013,3734125.948362230
26.07.2013,2463720.316916210
27.07.2013,1622649.7931870900
28.07.2013,3316896.316243880
29.07.2013,5354413.234026870
30.07.2013,5456007.046145840
31.07.2013,5761326.7749100500
01.08.2013,3281675.702742960
02.08.2013,11165129.955624300
03.08.2013,25569120.04528420
04.08.2013,1797179.941834170
05.08.2013,4597130.245642840
06.08.2013,2243220.3294292400
07.08.2013,3394163.32224886
08.08.2013,3989442.4369991800
09.08.2013,2382895.9663247
10.08.2013,3219063.2526920500
11.08.2013,3228908.552371380
12.08.2013,3916725.693120030
13.08.2013,24547988.18340800
14.08.2013,4659121.757417460
15.08.2013,6967570.617403990
16.08.2013,5120659.986418030
17.08.2013,2670969.7179448800
18.08.2013,2051479.573047460
19.08.2013,3589376.4885588300
20.08.2013,5409453.963898940
21.08.2013,4184161.1812912800
22.08.2013,2519552.1888031600
23.08.2013,3740681.1648145300
24.08.2013,1310976.9872795600
25.08.2013,1707565.2550709200
26.08.2013,2806734.581192210
27.08.2013,2974961.362806980
28.08.2013,3386561.886662010
29.08.2013,10548257.523716200
30.08.2013,4124834.0803988600
31.08.2013,4878622.084362630
01.09.2013,3699472.6942737700
02.09.2013,4289736.531167040
03.09.2013,7058018.981604880
04.09.2013,3446248.6451098900
05.09.2013,2386339.872218620
06.09.2013,2468648.8773880700
07.09.2013,3045966.881136820
08.09.2013,1431606.6918178000
09.09.2013,9750788.284858990
10.09.2013,2357518.0865479100
11.09.2013,4369037.661436250
12.09.2013,6811832.753874050
13.09.2013,2275233.587200730
14.09.2013,6067937.178735460
15.09.2013,2237786.4331228600
16.09.2013,3208879.6959926300
17.09.2013,2389873.4813439200
18.09.2013,6714613.077107360
19.09.2013,11004172.932659100
20.09.2013,1751367.6171350200
21.09.2013,3637215.7060055100
22.09.2013,3697410.592981650
23.09.2013,2348896.285433830
24.09.2013,3844984.583444770
25.09.2013,4681948.386410080
26.09.2013,2280797.126923100
27.09.2013,2136944.7027891700
28.09.2013,1677208.4647924400
29.09.2013,2832039.403984800
30.09.2013,3954033.607083080
01.10.2013,3700578.399732380
02.10.2013,9910862.0839873
03.10.2013,3689602.0012029600
04.10.2013,1644844.7116339000
05.10.2013,3203486.66468217
06.10.2013,2526239.164161040
07.10.2013,19173859.785598600
08.10.2013,2067267.1090240800
09.10.2013,7144240.777407510
10.10.2013,3324559.567806870
11.10.2013,2899687.519227400
12.10.2013,1763440.0056746100
13.10.2013,3142867.6853082300
14.10.2013,3644646.358167860
15.10.2013,4052115.877173530
16.10.2013,14018043.032794300
17.10.2013,4278206.793691320
18.10.2013,4396638.712390500
19.10.2013,6945836.151887580
20.10.2013,5804856.15354218
21.10.2013,40402273.18274170
22.10.2013,18733450.589203700
23.10.2013,19284807.699969600
24.10.2013,6827034.283436350
25.10.2013,56230195.242447600
26.10.2013,4387442.185072200
27.10.2013,5419068.631062170
28.10.2013,3081178.765152700
29.10.2013,7811409.65872601
30.10.2013,3119379.502380980
31.10.2013,6853443.057784030
01.11.2013,5456091.367670650
02.11.2013,2760250.658816450
03.11.2013,4521285.361817500
04.11.2013,16523882.229433500
05.11.2013,12990133.369476100
06.11.2013,8291115.065449620
07.11.2013,20527956.261507700
08.11.2013,13970253.81282320
09.11.2013,12445159.49545010
10.11.2013,11936145.722415800
11.11.2013,12157996.624431500
12.11.2013,13599980.869525900
13.11.2013,16056620.898010400
14.11.2013,22901847.165374000
15.11.2013,15721224.1706326
16.11.2013,12530850.021125800
17.11.2013,18756689.719638500
18.11.2013,22050570.87610100
19.11.2013,25133690.487315200
20.11.2013,24895256.08141000
21.11.2013,10435459.451566000
22.11.2013,15658987.108321800
23.11.2013,15400067.303178300
24.11.2013,9490944.369725770
25.11.2013,40485139.47307750
26.11.2013,45815896.50632050
27.11.2013,26239272.677420300
28.11.2013,22967754.39795300
29.11.2013,17128460.632306000
30.11.2013,8539318.726889870
01.12.2013,9345633.71157281
02.12.2013,11247384.839481500
03.12.2013,7991117.091436670
04.12.2013,6716911.62657468
05.12.2013,8910244.995447580
06.12.2013,7929039.234244940
07.12.2013,9391845.04377724
08.12.2013,3218248.075772610
09.12.2013,3661911.997842420
10.12.2013,4530517.418009420
11.12.2013,7661456.106884630
12.12.2013,3285133.005804350
13.12.2013,5008480.542740930
14.12.2013,5858358.82806757
15.12.2013,5734820.222979980
16.12.2013,14122142.510543200
17.12.2013,5227166.689245440
18.12.2013,19945843.958794200
19.12.2013,4818613.587783100
20.12.2013,11992188.093109700
21.12.2013,125888537.42179900
22.12.2013,3715830.202606600
23.12.2013,3014906.3969035500
24.12.2013,6030560.543925230
25.12.2013,28582282.304897600
26.12.2013,2679040.6810206900
27.12.2013,10293288.3000892
28.12.2013,1010068.265789970
29.12.2013,2862249.2375612700
30.12.2013,2218333.711251310
31.12.2013,2399446.993848340
01.01.2014,2042879.0107311900
02.01.2014,4004801.130393070
03.01.2014,4134710.3470355000
04.01.2014,11916049.118338000
05.01.2014,7730536.040462160
06.01.2014,3719256.9869634700
07.01.2014,4348395.10387145
08.01.2014,7794543.316587630
09.01.2014,2747550.205477440
10.01.2014,2221066.515997430
11.01.2014,14291388.733329500
12.01.2014,5556081.231532500
13.01.2014,3039263.2453908900
14.01.2014,8285412.559595520
15.01.2014,4965103.594087590
16.01.2014,5088678.406254080
17.01.2014,2710517.739233540
18.01.2014,2027441.3486434600
19.01.2014,5514492.765947380
20.01.2014,3394713.9980129900
21.01.2014,3440049.5209789900
22.01.2014,5513258.242502300
23.01.2014,2273114.3990409200
24.01.2014,5227134.774223440
25.01.2014,3688397.849417160
26.01.2014,1717567.29732659
27.01.2014,5135293.477133340
28.01.2014,2848781.347512270
29.01.2014,4331969.000285680
30.01.2014,3856024.2468140600
31.01.2014,1990498.5850807000
01.02.2014,4579987.2903099400
02.02.2014,2546862.1350602200
03.02.2014,1735061.2564120900
04.02.2014,4371066.0896292400
05.02.2014,143549705.31731300
06.02.2014,8620257.721851760
07.02.2014,5497595.156653620
08.02.2014,2939853.0856458700
09.02.2014,3302759.5841208300
10.02.2014,5683510.187078740
11.02.2014,4924522.858360340
12.02.2014,5675204.416320320
13.02.2014,2949149.407243830
14.02.2014,3974376.433087880
15.02.2014,2684022.199544000
16.02.2014,4137283.551148460
17.02.2014,2208862.6862510400
18.02.2014,8526437.728027480
19.02.2014,2469815.7137328400
20.02.2014,6255714.459140810
21.02.2014,3381412.966303460
22.02.2014,1482328.536750370
23.02.2014,3352190.475002990
24.02.2014,6563413.262708580
25.02.2014,13162530.664381600
26.02.2014,2762390.4153998100
27.02.2014,3117412.2337675100
28.02.2014,11173371.591384300
01.03.2014,12193848.985844100
02.03.2014,4957589.161091320
03.03.2014,7550510.634842830
04.03.2014,4977517.487564260
05.03.2014,6954573.797784620
06.03.2014,3924941.4587805100
07.03.2014,172810863.50560600
08.03.2014,3531816.3268048500
09.03.2014,102524712.2604940
10.03.2014,15438122.176230400
11.03.2014,5783836.887475490
12.03.2014,7298509.57462861
13.03.2014,3834707.407308000
14.03.2014,2291507.5677294100
15.03.2014,1838918.7870828000
16.03.2014,2145011.84511404
17.03.2014,2980174.9004834600
18.03.2014,5775332.0312779000
19.03.2014,6460230.369611090
20.03.2014,6516546.874541730
21.03.2014,14815632.675990600
22.03.2014,5155321.728150960
23.03.2014,1734041.682831560
24.03.2014,3879012.1427837600
25.03.2014,4260824.072540670
26.03.2014,2838582.5535502000
27.03.2014,6144236.928762900
28.03.2014,5982216.338038830
29.03.2014,2563181.2956103400
30.03.2014,4131931.1988782700
31.03.2014,3725052.6548179000
01.04.2014,2685148.6947815400
02.04.2014,2558428.6439318900
03.04.2014,13664962.29510430
04.04.2014,1518123.1972496200
05.04.2014,11369426.177310100
06.04.2014,7846210.635911600
07.04.2014,1936629.927504140
08.04.2014,1496922.7971310200
09.04.2014,9801125.273490930
10.04.2014,8071156.276478450
11.04.2014,5202303.250673020
12.04.2014,1076747.4332770900
13.04.2014,1566807.0369017800
14.04.2014,3020997.267351930
15.04.2014,3699513.3826416800
16.04.2014,17931542.688798300
17.04.2014,5768761.1494716300
18.04.2014,2642270.6420772600
19.04.2014,1015935.0128824300
20.04.2014,2661635.908112770
