Time,sum(Coindays destroyed – Blocks) – Bitcoin
21.04.2014,1843280.0988391600
22.04.2014,3280935.6153390400
23.04.2014,5564280.635535150
24.04.2014,3078559.4855383
25.04.2014,2390827.745902250
26.04.2014,1390004.9251354100
27.04.2014,1658686.1034267800
28.04.2014,2818142.581692450
29.04.2014,3734428.4613402400
30.04.2014,1933620.8039843600
01.05.2014,1951937.4568977500
02.05.2014,2180049.2273995700
03.05.2014,1033405.6531060100
04.05.2014,1303740.6937875800
05.05.2014,3050622.4061194300
06.05.2014,2248023.747006050
07.05.2014,2827575.463621300
08.05.2014,2158532.185835160
09.05.2014,1442628.8365774000
10.05.2014,1556905.932930510
11.05.2014,1650727.3407080800
12.05.2014,1653072.9674172600
13.05.2014,1448564.8829473500
14.05.2014,7420853.916578850
15.05.2014,2266620.314505550
16.05.2014,1624646.269487560
17.05.2014,1107224.6657244600
18.05.2014,2035703.1489976800
19.05.2014,2476925.5487630100
20.05.2014,3213210.5609823600
21.05.2014,2872872.510381600
22.05.2014,3334255.357032500
23.05.2014,2814544.067157080
24.05.2014,11485193.836892000
25.05.2014,6681509.523382010
26.05.2014,4182271.0553456500
27.05.2014,29345143.76433900
28.05.2014,3122069.1494870400
29.05.2014,2438963.172458500
30.05.2014,5361582.097818350
31.05.2014,5789583.4569299200
01.06.2014,4509729.329748560
02.06.2014,4373267.016139810
03.06.2014,3573331.3836418300
04.06.2014,3972270.7283046900
05.06.2014,2908372.092371630
06.06.2014,3545999.4994245400
07.06.2014,2035735.4842703000
08.06.2014,2521249.21862238
09.06.2014,5997686.261756960
10.06.2014,10887547.932024600
11.06.2014,13146399.583664700
12.06.2014,50650187.505313200
13.06.2014,4242826.290906720
14.06.2014,1568839.6290274200
15.06.2014,1169786.5639084200
16.06.2014,3534463.051069990
17.06.2014,2236477.063470640
18.06.2014,2442119.2831468200
19.06.2014,2755781.3995107400
20.06.2014,2114013.0091692500
21.06.2014,1677947.323741390
22.06.2014,2107147.67438585
23.06.2014,4485085.204269830
24.06.2014,7748836.968523760
25.06.2014,1758589.423340280
26.06.2014,4152126.34305338
27.06.2014,2390671.266542750
28.06.2014,1120623.8605907600
29.06.2014,13691954.69986110
30.06.2014,5404927.838923940
01.07.2014,4697492.552574190
02.07.2014,6028854.288260520
03.07.2014,5525186.458974590
04.07.2014,1880460.1414312000
05.07.2014,2136569.480724970
06.07.2014,1567842.953567160
07.07.2014,2450312.198219430
08.07.2014,1118204.3590584900
09.07.2014,6504429.3637428300
10.07.2014,3073923.37596582
11.07.2014,1449603.4493216000
12.07.2014,2094769.87317599
13.07.2014,1347892.1865602700
14.07.2014,1955985.4107474200
15.07.2014,2304929.9983764800
16.07.2014,1781806.2516563200
17.07.2014,3269751.9242633300
18.07.2014,3040976.9116243800
19.07.2014,3968301.467831540
20.07.2014,2715008.52837105
21.07.2014,5641720.459251410
22.07.2014,2922921.272317400
23.07.2014,7331312.0139874300
24.07.2014,4508150.9782955500
25.07.2014,2862433.51850407
26.07.2014,1835422.7939309900
27.07.2014,2704133.4735823700
28.07.2014,5025437.88909677
29.07.2014,3717112.9307544400
30.07.2014,4345064.116392290
31.07.2014,3314365.9787742800
01.08.2014,7691313.937798400
02.08.2014,2727594.548748850
03.08.2014,2060812.8856455400
04.08.2014,7167590.263947430
05.08.2014,25699881.24128420
06.08.2014,4266638.850130230
07.08.2014,3965982.1741979800
08.08.2014,2211943.1635977700
09.08.2014,2554532.6768657100
10.08.2014,2255159.5090572500
11.08.2014,2493574.889005070
12.08.2014,3304238.5885147200
13.08.2014,4330865.74075117
14.08.2014,3489078.7025133800
15.08.2014,4367206.741097290
16.08.2014,2697767.636731440
17.08.2014,3331011.731976420
18.08.2014,6187983.469324830
19.08.2014,3208944.3270605200
20.08.2014,2871495.0985517300
21.08.2014,8086090.796409400
22.08.2014,4575554.84308329
23.08.2014,8351284.388772670
24.08.2014,1822532.104945520
25.08.2014,6533887.46038637
26.08.2014,3583520.643023290
27.08.2014,2604873.113144390
28.08.2014,11766944.575715900
29.08.2014,10031563.978374900
30.08.2014,2633198.87011906
31.08.2014,3437145.9928103100
01.09.2014,5965695.212446090
02.09.2014,3986838.659766250
03.09.2014,3391676.5311756500
04.09.2014,5088769.352217210
05.09.2014,5808893.351536830
06.09.2014,9286130.939289200
07.09.2014,3960978.492552350
08.09.2014,2141231.035204290
09.09.2014,10160600.413265100
10.09.2014,4885907.248675450
11.09.2014,3516303.1931008600
12.09.2014,4040711.5474425000
13.09.2014,1706627.6483714300
14.09.2014,1923991.6864740800
15.09.2014,5572064.647732950
16.09.2014,2441287.2030735700
17.09.2014,4072463.1191135300
18.09.2014,6558163.733351200
19.09.2014,5523599.5749051700
20.09.2014,13892030.866981100
21.09.2014,4358629.768274220
22.09.2014,1891597.2875081800
23.09.2014,4253745.781036010
24.09.2014,2412469.326930040
25.09.2014,2630195.4886405800
26.09.2014,5197137.323318700
27.09.2014,1706285.1263391200
28.09.2014,4963243.8965635100
29.09.2014,8331947.671433030
30.09.2014,5038903.741148180
01.10.2014,3997973.452849080
02.10.2014,4165526.1404377000
03.10.2014,8466028.068316700
04.10.2014,6547421.585266360
05.10.2014,23470038.841074500
06.10.2014,12386705.235313300
07.10.2014,5498637.696107080
08.10.2014,7369463.558824450
09.10.2014,4036142.522397290
10.10.2014,8252392.444081350
11.10.2014,1413941.9967507100
12.10.2014,6444338.511859380
13.10.2014,5861380.100190000
14.10.2014,3927069.9448007800
15.10.2014,8252440.188416170
16.10.2014,3146510.4482396400
17.10.2014,4619314.952845690
18.10.2014,1385111.2087992500
19.10.2014,2224053.1946592300
20.10.2014,2169417.1228630200
21.10.2014,1710143.9930534000
22.10.2014,5068564.203858600
23.10.2014,4953682.770071810
24.10.2014,6513149.248150090
25.10.2014,2091113.8863440000
26.10.2014,1253250.1846549900
27.10.2014,3442434.887155490
28.10.2014,2978923.4299660800
29.10.2014,3614552.989378160
30.10.2014,3243908.403942470
31.10.2014,4168985.671006870
01.11.2014,4534814.24525771
02.11.2014,2238492.774331550
03.11.2014,2844497.031654140
04.11.2014,4909959.883886820
05.11.2014,4074087.52436237
06.11.2014,5192490.182456140
07.11.2014,14657152.275294900
08.11.2014,5593435.575257220
09.11.2014,5861200.295117960
10.11.2014,3557680.278133160
11.11.2014,3842592.784226900
12.11.2014,5697996.692185910
13.11.2014,8256492.614862680
14.11.2014,4571029.996140610
15.11.2014,1979652.1983445400
16.11.2014,1971104.3530468000
17.11.2014,3813790.979443110
18.11.2014,3163398.1535265600
19.11.2014,5264835.093152850
20.11.2014,5171995.226322140
21.11.2014,2437398.1392667000
22.11.2014,1481667.1509592500
23.11.2014,1310787.1981038600
24.11.2014,2608121.0886211600
25.11.2014,3358193.7327226500
26.11.2014,4271025.744915810
27.11.2014,1900133.531264520
28.11.2014,53191665.03972550
29.11.2014,3007453.5539755300
30.11.2014,2655524.601129840
01.12.2014,5019778.790086040
02.12.2014,6704580.66062166
03.12.2014,3618575.453606910
04.12.2014,18191289.923224100
05.12.2014,2636136.4819494400
06.12.2014,1816560.7549074500
07.12.2014,4073131.8843334600
08.12.2014,29319014.90607720
09.12.2014,23713378.097524700
10.12.2014,5114339.553613890
11.12.2014,3560746.420705290
12.12.2014,3092881.891257930
13.12.2014,2058872.6046738000
14.12.2014,1894271.955303590
15.12.2014,3347886.7530616600
16.12.2014,3175095.2290152500
17.12.2014,3251705.148182700
18.12.2014,4948387.132726320
19.12.2014,4019322.4319130300
20.12.2014,3014715.255784550
21.12.2014,5647887.378358330
22.12.2014,3385875.3247695800
23.12.2014,4064087.960900940
24.12.2014,26965162.774444000
25.12.2014,1436225.1032291900
26.12.2014,1740988.407811560
27.12.2014,1326423.465364480
28.12.2014,1025109.4487270300
29.12.2014,4726889.21833214
30.12.2014,32948033.19906710
31.12.2014,8652625.3250611
01.01.2015,1057452.191390980
02.01.2015,2343857.14759576
03.01.2015,5054960.831260240
04.01.2015,6706233.474418340
05.01.2015,5726380.974636000
06.01.2015,18583174.512399
07.01.2015,6344788.236754700
08.01.2015,11952453.493264100
09.01.2015,6941270.528549910
10.01.2015,3713721.3199562300
11.01.2015,6522250.613042820
12.01.2015,4187630.534577460
13.01.2015,13174925.651098600
14.01.2015,14435055.69589400
15.01.2015,12065385.531910200
16.01.2015,4659953.412427570
17.01.2015,2341315.732770690
18.01.2015,3509852.2969111000
19.01.2015,2030245.2130399800
20.01.2015,2620811.585414830
21.01.2015,15874148.101681600
22.01.2015,2151169.099359970
23.01.2015,1890453.9653043000
24.01.2015,3638571.768294850
25.01.2015,1391515.2208071200
26.01.2015,18760061.08304510
27.01.2015,3032020.5599536100
28.01.2015,3867095.3631457300
29.01.2015,3705329.789391110
30.01.2015,2416815.14937464
31.01.2015,3222241.756647950
01.02.2015,1931805.6077979500
02.02.2015,4220390.202255570
03.02.2015,4162355.120944840
04.02.2015,6923834.045128010
05.02.2015,2645252.6654147500
06.02.2015,2567222.5482168600
07.02.2015,1983806.3355708700
08.02.2015,1457168.7880285800
09.02.2015,4392843.344979850
10.02.2015,2273597.246775270
11.02.2015,3507234.798201390
12.02.2015,2529247.3653057200
13.02.2015,4460606.737763650
14.02.2015,3285748.4311459000
15.02.2015,3396590.4368379100
16.02.2015,2422279.519826970
17.02.2015,2438194.7382648000
18.02.2015,2055593.3755618100
19.02.2015,9957072.950299630
20.02.2015,28500265.377995300
21.02.2015,1292221.609215440
22.02.2015,1608384.7586387300
23.02.2015,4508495.3889958000
24.02.2015,2748704.4702659700
25.02.2015,7984752.334279390
26.02.2015,1949541.895911600
27.02.2015,3692301.430849210
28.02.2015,6687460.149668030
01.03.2015,18384253.34189910
02.03.2015,3532367.573912270
03.03.2015,12836143.83362280
04.03.2015,9210988.527158730
05.03.2015,11022891.13419110
06.03.2015,8160079.437069770
07.03.2015,13193835.779340000
08.03.2015,9236329.479839250
09.03.2015,11653990.738803000
10.03.2015,24700396.84402520
11.03.2015,5337658.311494460
12.03.2015,11029737.166114900
13.03.2015,7222831.274618390
14.03.2015,1606503.6476299200
15.03.2015,1928950.2237181300
16.03.2015,5774924.660896130
17.03.2015,2718780.83250885
18.03.2015,6102268.170516340
19.03.2015,4910433.814054600
20.03.2015,2512300.9143988000
21.03.2015,3971457.4604995500
22.03.2015,1763011.4890284600
23.03.2015,3229664.889330970
24.03.2015,2866940.624448030
25.03.2015,4925090.850255830
26.03.2015,2937670.194323930
27.03.2015,3920859.643580470
28.03.2015,1970328.0869378200
29.03.2015,1143111.0698812000
30.03.2015,3008141.0987023700
31.03.2015,2231116.253086360
01.04.2015,9908199.03214357
02.04.2015,13720091.36781700
03.04.2015,3286779.172774000
04.04.2015,1856117.371078780
05.04.2015,1721163.9471797700
06.04.2015,2356492.806069410
07.04.2015,2462502.008420500
08.04.2015,3743258.533697420
09.04.2015,4667244.587525810
10.04.2015,11394962.01770170
11.04.2015,1337572.413495020
12.04.2015,3419864.5920429300
13.04.2015,4373299.750815250
14.04.2015,3031452.63470723
15.04.2015,15909608.110076100
16.04.2015,2180238.9161096300
17.04.2015,2556554.995831970
18.04.2015,1070555.7912842200
19.04.2015,1006077.7922620000
20.04.2015,2767756.93990897
21.04.2015,4545424.598324730
22.04.2015,2570487.384793040
23.04.2015,53653231.32704460
24.04.2015,2276232.2900253300
25.04.2015,3507309.841102550
26.04.2015,1962076.6585571400
27.04.2015,5207672.962526990
28.04.2015,3269913.9660002100
29.04.2015,2721761.9786876300
30.04.2015,2107462.9859435500
01.05.2015,2359662.5141189500
02.05.2015,1137174.7959854100
03.05.2015,3866491.4707907200
04.05.2015,2804696.4466335900
05.05.2015,3269110.810065010
06.05.2015,2575031.622052970
07.05.2015,2175946.469323030
08.05.2015,2837404.1857182600
09.05.2015,2301322.8878686400
10.05.2015,1628062.870224460
11.05.2015,6714396.373196990
12.05.2015,3687943.93415925
13.05.2015,2495952.6397540400
14.05.2015,3492105.325941180
15.05.2015,2696062.556947950
16.05.2015,1738157.5002151000
17.05.2015,1371142.2788290200
18.05.2015,2766305.752963660
19.05.2015,4543582.8543330400
20.05.2015,2657090.31034514
21.05.2015,1854159.8487776700
22.05.2015,8509655.096884290
23.05.2015,2311145.5685967700
24.05.2015,1473983.6320603300
25.05.2015,3385598.371235040
26.05.2015,2953366.143482250
27.05.2015,4167967.781828480
28.05.2015,4868997.467479620
29.05.2015,3867508.6189133300
30.05.2015,13887256.182313800
31.05.2015,3517775.0719506700
01.06.2015,6477737.0501819800
02.06.2015,4400298.7517282800
03.06.2015,3569796.472022540
04.06.2015,3296055.550049650
05.06.2015,2194550.884563040
06.06.2015,1188354.2893131500
07.06.2015,3580131.0908078400
08.06.2015,2634398.7515750800
09.06.2015,2377387.3608166700
10.06.2015,4938280.080846070
11.06.2015,4028524.5316042200
12.06.2015,8283272.026300290
13.06.2015,3429198.844015710
14.06.2015,3217087.7480958500
15.06.2015,3538822.944183070
16.06.2015,7278241.150725990
17.06.2015,8040968.4306676200
18.06.2015,2780090.0659161600
19.06.2015,9300397.303706090
20.06.2015,11015198.951731700
21.06.2015,5581594.578660560
22.06.2015,2940225.9927279700
23.06.2015,4282151.674448130
24.06.2015,4054231.0508933300
25.06.2015,3227829.3477642500
26.06.2015,3153955.0599501000
27.06.2015,3089109.4747796200
28.06.2015,1825506.9195742100
29.06.2015,4496350.241190520
30.06.2015,5450581.1225094700
01.07.2015,3485411.213599150
02.07.2015,4391926.60779152
03.07.2015,7603916.926942920
04.07.2015,1383936.8328233100
05.07.2015,5420903.947586930
06.07.2015,9577521.358483540
07.07.2015,8749827.641927060
08.07.2015,12967608.358038400
09.07.2015,7494150.852732390
10.07.2015,7473640.2878983800
11.07.2015,5860418.371171540
12.07.2015,9179412.049892300
13.07.2015,3390455.5879127100
14.07.2015,3152139.713913510
15.07.2015,3499504.6648279500
16.07.2015,3933108.283691060
17.07.2015,8214509.336894500
18.07.2015,2652028.9860109400
19.07.2015,1903856.6164534500
20.07.2015,7110112.649733420
21.07.2015,3914625.126456950
22.07.2015,2384458.007224800
23.07.2015,2589239.1109595100
24.07.2015,2722878.241887240
25.07.2015,5012040.419981300
26.07.2015,2848076.592967280
27.07.2015,3915742.091515840
28.07.2015,3790808.621786950
29.07.2015,3566555.7947467100
30.07.2015,3652235.4200435000
31.07.2015,4459941.238927460
01.08.2015,1710826.0804056000
02.08.2015,2165320.4387679700
03.08.2015,2827429.9049781700
04.08.2015,4832312.298890380
05.08.2015,3218118.7743709700
06.08.2015,2806784.3102755400
07.08.2015,2426428.829913950
08.08.2015,7963557.628992260
09.08.2015,45854109.56364280
10.08.2015,2480700.79861788
11.08.2015,4029078.9345273500
12.08.2015,3316414.4375358600
13.08.2015,4040804.373542050
14.08.2015,6998977.4839369
15.08.2015,3522506.9381744900
16.08.2015,4616291.89902409
17.08.2015,4936859.233869920
18.08.2015,4228854.18527191
19.08.2015,8994336.595730470
20.08.2015,5612654.396481390
21.08.2015,4036944.7378406900
22.08.2015,5090337.006518340
23.08.2015,10028639.80661480
24.08.2015,21810390.606558900
25.08.2015,28262340.58413490
26.08.2015,16956939.26250120
27.08.2015,6861158.501425730
28.08.2015,3800897.6934976
29.08.2015,3643710.737380710
30.08.2015,4979745.190490460
31.08.2015,3717336.8266222900
01.09.2015,4624044.820321510
02.09.2015,5733699.979292380
03.09.2015,7157980.01709172
04.09.2015,2643715.142995340
05.09.2015,2441623.611920550
06.09.2015,3824663.8094734500
07.09.2015,2056234.278574040
08.09.2015,3815038.1645406100
09.09.2015,7718893.289486030
10.09.2015,13747080.013882600
11.09.2015,2394005.055582790
12.09.2015,1258723.639325990
13.09.2015,1656155.285251590
14.09.2015,2196986.7478837800
15.09.2015,4191703.9420935000
16.09.2015,3364191.3356189600
17.09.2015,2713763.711992920
18.09.2015,2113485.0383574500
19.09.2015,2416270.4330997
20.09.2015,2433723.957770240
21.09.2015,11772796.129750800
22.09.2015,4121063.757171040
23.09.2015,8321663.945957400
24.09.2015,2329483.535200420
25.09.2015,3134158.169150190
26.09.2015,2479676.053665780
27.09.2015,1378693.3839163300
28.09.2015,5619105.699911880
29.09.2015,2418228.4466580200
30.09.2015,4559990.249025510
01.10.2015,5094571.562212220
02.10.2015,2221002.9541458700
03.10.2015,3174981.8168116700
04.10.2015,2633350.7436560400
05.10.2015,3801406.190053730
06.10.2015,3788504.6004355100
07.10.2015,13549467.676718800
08.10.2015,5013308.235401250
09.10.2015,2335831.107252940
10.10.2015,3069559.682987430
11.10.2015,2380801.558625440
12.10.2015,10066715.407620700
13.10.2015,5081688.899770610
14.10.2015,10216157.838479200
15.10.2015,5251384.066442390
16.10.2015,4048614.1172214300
17.10.2015,4107618.100750500
18.10.2015,2519264.766655460
19.10.2015,5139021.002552720
20.10.2015,6153132.705065200
21.10.2015,5432844.211954810
22.10.2015,5878940.279114000
23.10.2015,3579028.7074726300
24.10.2015,1920265.3408549600
25.10.2015,4682448.81854094
26.10.2015,3982886.522599080
27.10.2015,5697497.081609890
28.10.2015,40935260.7444475
29.10.2015,8836007.925202550
30.10.2015,14909119.97824650
31.10.2015,15125036.118625200
01.11.2015,14011558.624667200
02.11.2015,6166847.193970890
03.11.2015,25359893.427023300
04.11.2015,25272874.557263100
05.11.2015,13468124.63118160
06.11.2015,5518791.172528920
07.11.2015,26828350.86168730
08.11.2015,6240869.836346190
09.11.2015,19486051.246590000
10.11.2015,12969108.70379830
11.11.2015,9102279.299385280
12.11.2015,4479748.337820440
13.11.2015,16257173.577075100
14.11.2015,5390109.034833620
15.11.2015,3336492.3006445000
16.11.2015,3888028.5986689000
17.11.2015,9565026.653151760
18.11.2015,3082219.818844940
19.11.2015,5511689.235347570
20.11.2015,4065921.9860190900
21.11.2015,3211108.073151470
22.11.2015,6151600.259067230
23.11.2015,2731384.9192587700
24.11.2015,4019733.347520900
25.11.2015,2813594.6655203400
26.11.2015,4388332.157565830
27.11.2015,9336563.533007550
28.11.2015,2812521.002134420
29.11.2015,2070408.8608351800
30.11.2015,5350955.018692350
01.12.2015,5454535.076090950
02.12.2015,8309191.217189880
03.12.2015,5180926.937201890
04.12.2015,5898536.677580350
05.12.2015,6538258.85515666
06.12.2015,10847928.884648600
07.12.2015,5444722.224895280
08.12.2015,3681984.2885000700
09.12.2015,18915781.71393130
10.12.2015,5513389.293279730
11.12.2015,9069426.808809550
12.12.2015,5578127.570577120
13.12.2015,6216966.692505530
14.12.2015,23028740.91383760
15.12.2015,6966286.6645755100
16.12.2015,4552941.3050985500
17.12.2015,4205407.0995980300
18.12.2015,3736684.913869020
19.12.2015,14333711.488178600
20.12.2015,3081566.9137183400
21.12.2015,5964728.945462880
22.12.2015,5361658.766464370
23.12.2015,6137227.83708574
24.12.2015,7049784.488445890
25.12.2015,12866206.683660500
26.12.2015,3682608.1889030500
27.12.2015,3117566.2098971300
28.12.2015,3647812.8431626800
29.12.2015,2870326.6060684100
30.12.2015,2933187.9365656000
31.12.2015,3766466.334906270
01.01.2016,1705210.7216367400
02.01.2016,1862648.0974870700
03.01.2016,3778251.9478762700
04.01.2016,3527574.129769360
05.01.2016,4944183.420993930
06.01.2016,3948347.409850430
07.01.2016,43659054.11952990
08.01.2016,13018699.02192630
09.01.2016,2405461.4572264000
10.01.2016,11289372.908979000
11.01.2016,6346352.635287660
12.01.2016,4201156.334037150
13.01.2016,11830520.906499200
14.01.2016,2515082.801875540
15.01.2016,16547675.43566420
16.01.2016,8026976.13138887
17.01.2016,3568901.0769845700
18.01.2016,4110390.085816680
19.01.2016,7960985.159670650
20.01.2016,5876318.674318300
21.01.2016,7280422.628537400
22.01.2016,40859898.0129724
23.01.2016,25116353.345651200
24.01.2016,5729589.584108140
25.01.2016,15366676.001614100
26.01.2016,10332117.916969500
27.01.2016,6202964.763911480
28.01.2016,9826064.918983440
29.01.2016,5966896.997411130
30.01.2016,9184727.802763900
31.01.2016,4897052.555725020
01.02.2016,13415467.735120400
02.02.2016,4139851.1851814200
03.02.2016,3765159.6405658100
04.02.2016,7312624.40221923
05.02.2016,6113095.016911830
06.02.2016,5252591.247294580
07.02.2016,4585254.820165130
08.02.2016,3715066.4980092900
09.02.2016,7105536.802223060
10.02.2016,6743279.590588550
11.02.2016,11634676.467950900
12.02.2016,5307062.361291820
13.02.2016,4680925.5951883900
14.02.2016,4216986.047638140
15.02.2016,13170481.306866700
16.02.2016,10521161.780000800
17.02.2016,8763157.795636600
18.02.2016,3483206.5093730600
19.02.2016,9962300.962188060
20.02.2016,5921011.5000076600
21.02.2016,4652283.769021780
22.02.2016,6146561.08418435
23.02.2016,4965757.212115400
24.02.2016,9676655.94695276
25.02.2016,9883118.846016220
26.02.2016,5652146.038055000
27.02.2016,4020366.553421420
28.02.2016,10598671.799727100
29.02.2016,13197529.992874000
01.03.2016,39282085.456982100
02.03.2016,10093706.538963900
03.03.2016,15137585.99461200
04.03.2016,9725029.528531950
05.03.2016,29502254.45675480
06.03.2016,9145892.528526590
07.03.2016,13749631.13685640
08.03.2016,10280298.544756900
09.03.2016,13116692.272738800
10.03.2016,13283199.573530000
11.03.2016,7399699.654010420
12.03.2016,6469832.9489195900
13.03.2016,8582184.628040740
14.03.2016,10901972.475429100
15.03.2016,8852650.334207780
16.03.2016,8063083.064428750
17.03.2016,7595231.028723330
18.03.2016,6915184.704680420
19.03.2016,5093794.894211340
20.03.2016,3964296.4718427700
21.03.2016,13894190.456185600
22.03.2016,9341604.154477920
23.03.2016,3661800.694593910
24.03.2016,5657019.809757730
25.03.2016,9335138.894053730
26.03.2016,7050414.678310930
27.03.2016,4076454.84592682
28.03.2016,7531150.047654990
29.03.2016,5788461.650187770
30.03.2016,7379305.494860210
31.03.2016,9361814.721385460
01.04.2016,6854477.95873652
02.04.2016,4573261.784063410
03.04.2016,5908802.299057650
04.04.2016,4285779.5043837
05.04.2016,6189249.830317610
06.04.2016,9596646.453054720
07.04.2016,22656713.770382700
08.04.2016,5106657.489247530
09.04.2016,2743473.336135980
10.04.2016,12893909.432373400
11.04.2016,6422555.995232550
12.04.2016,9536964.152882470
13.04.2016,4165295.05230374
14.04.2016,3983939.7242247500
15.04.2016,4126731.7274392700
16.04.2016,5437068.827921750
17.04.2016,3317657.9988386400
18.04.2016,4338279.454135410
19.04.2016,4324892.17577455
20.04.2016,6209796.612767350
21.04.2016,4223023.435274640
22.04.2016,6729245.157344200
23.04.2016,4034059.841928760
24.04.2016,6592206.177753130
25.04.2016,13509841.880634100
26.04.2016,7037642.724276500
27.04.2016,5512314.132016550
28.04.2016,7013964.577302190
29.04.2016,5998100.984143670
30.04.2016,3403786.2947853400
01.05.2016,5659670.788886190
02.05.2016,3501885.6461490000
03.05.2016,2741552.272384520
04.05.2016,6244972.570601110
05.05.2016,3323141.466060450
06.05.2016,6218965.666542860
07.05.2016,10066778.982788900
08.05.2016,3343746.3528447900
09.05.2016,5694816.080088990
10.05.2016,8857136.247443920
11.05.2016,7846364.278622870
12.05.2016,5324523.728178710
13.05.2016,4453523.550331430
14.05.2016,8847192.742430220
15.05.2016,2494933.53803291
16.05.2016,7983800.119618520
17.05.2016,50224250.24791320
18.05.2016,8731471.7074189
19.05.2016,11911198.487948500
20.05.2016,11620084.604100900
21.05.2016,4108751.3000205500
22.05.2016,4752054.127669060
23.05.2016,6217760.8902140900
24.05.2016,4842342.796512810
25.05.2016,8165698.861213400
26.05.2016,6201722.727354460
27.05.2016,34572021.44309780
28.05.2016,10309994.69209760
29.05.2016,13008031.670625900
30.05.2016,7613985.195723530
31.05.2016,9770160.421212010
01.06.2016,9267914.766628690
02.06.2016,18321614.374531600
03.06.2016,5110731.775196900
04.06.2016,3879423.1622700000
05.06.2016,6359254.760783780
06.06.2016,11056498.483854700
07.06.2016,11480068.19575710
08.06.2016,5606493.876067910
09.06.2016,6355060.066010420
10.06.2016,7100752.883149380
11.06.2016,6357987.929771080
12.06.2016,27263666.23914510
13.06.2016,16714023.905861700
14.06.2016,16913656.395529600
15.06.2016,18707265.337070800
16.06.2016,21767657.559406900
17.06.2016,9491927.809005850
18.06.2016,7236474.167378620
19.06.2016,5319668.501912780
20.06.2016,12591999.071686000
21.06.2016,13467711.663410100
22.06.2016,8065713.378392600
23.06.2016,5506899.190293610
24.06.2016,5795360.64830034
25.06.2016,16565601.029057400
26.06.2016,3609859.723034090
27.06.2016,6572133.823224850
28.06.2016,3600552.374190180
29.06.2016,3599247.1295755000
30.06.2016,17877036.352102000
01.07.2016,4457371.228413400
02.07.2016,5308075.475736730
03.07.2016,2995914.693065180
04.07.2016,3607653.9092158400
05.07.2016,8780208.797189410
06.07.2016,5097145.634858660
07.07.2016,6763286.37497933
08.07.2016,9130073.49445322
09.07.2016,13255987.25522570
10.07.2016,11823812.586102800
11.07.2016,14106954.79601660
12.07.2016,3659134.9758938900
13.07.2016,3650923.437134470
14.07.2016,3242173.760810720
15.07.2016,2914531.073214430
16.07.2016,2343832.784099680
17.07.2016,5937390.332873310
18.07.2016,3553515.0193717300
19.07.2016,9960097.73417238
20.07.2016,4827601.588159950
21.07.2016,2947877.0675056400
22.07.2016,5138226.7403607300
23.07.2016,3568194.3731927400
24.07.2016,6990484.600019290
25.07.2016,5845539.124861040
26.07.2016,4585069.951003830
27.07.2016,5567243.285446260
28.07.2016,4681084.494103730
29.07.2016,5519259.4749766400
30.07.2016,5122579.874490020
31.07.2016,4382905.504452680
01.08.2016,4277345.567987880
02.08.2016,14016230.425339700
03.08.2016,7331245.7176510000
04.08.2016,18247048.731295100
05.08.2016,4436150.605018190
06.08.2016,4035851.901422840
07.08.2016,6890541.785766040
08.08.2016,4020029.4556650900
09.08.2016,3463239.8219483600
10.08.2016,5219903.602929340
11.08.2016,3027381.8754358300
12.08.2016,2886400.426274550
13.08.2016,2714144.3633713000
14.08.2016,4022688.2653877400
15.08.2016,2513829.774989360
16.08.2016,8361664.726848100
17.08.2016,4354119.7827012000
18.08.2016,4420553.613873850
19.08.2016,7870169.902730450
20.08.2016,23415263.05227890
21.08.2016,3129528.8590527900
22.08.2016,3550348.666583290
23.08.2016,3934580.494158480
24.08.2016,4242625.875891070
25.08.2016,21681586.69910040
26.08.2016,5271275.950680440
27.08.2016,2015197.4231660200
28.08.2016,2748749.539877500
29.08.2016,5669859.217304690
30.08.2016,10780255.04188180
31.08.2016,12873252.53368360
01.09.2016,4805530.77136392
02.09.2016,3190272.1630541300
03.09.2016,3321635.986045420
04.09.2016,4858246.968705460
05.09.2016,3395512.497136110
06.09.2016,4910347.408531680
07.09.2016,3694168.1728538800
08.09.2016,7263137.589892740
09.09.2016,5005003.505476410
10.09.2016,3814413.9027986900
11.09.2016,5837848.393013620
12.09.2016,3767810.5592550300
13.09.2016,14684122.22882740
14.09.2016,5292727.667051510
15.09.2016,4022302.8170331200
16.09.2016,6370140.462533050
17.09.2016,3718793.583944300
18.09.2016,3490336.6438794400
19.09.2016,4760176.01841554
20.09.2016,12356897.642910400
21.09.2016,5840406.140555210
22.09.2016,3060736.008558110
23.09.2016,3775061.203908770
24.09.2016,12160335.740764200
25.09.2016,10913154.723933500
26.09.2016,4545850.025164950
27.09.2016,6402649.048700510
28.09.2016,4050039.9228547900
29.09.2016,3738777.5683822100
30.09.2016,3256597.8277995500
01.10.2016,2705068.6321812300
02.10.2016,2333166.5778346700
03.10.2016,7885574.5667656900
04.10.2016,12715238.118115500
05.10.2016,4614815.161871690
06.10.2016,4451160.388232670
07.10.2016,3723130.450713830
08.10.2016,4189214.535296600
09.10.2016,2533643.34566303
10.10.2016,5024373.006781670
11.10.2016,8998277.139594330
12.10.2016,11997086.013931500
13.10.2016,5843094.986690110
14.10.2016,4526496.8493974000
15.10.2016,3081404.727873950
16.10.2016,3510359.3579513800
17.10.2016,17343970.911794600
18.10.2016,12100299.046040200
19.10.2016,5857616.926626510
